Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
67	1	60.176		0.14	1	 0.551529	 0.442196	 298.115	 2.72984	  2.8	-148.782	-148.891	0.972
68	1	60.917	i18673Gh		1								1.000
69	1	60.917	i36836Gh		1								1.000
70	1	60.917	i15072Gh		1								1.000
71	1	60.917	i24286Gh		1								1.000
72	1	60.917	i15071Gh		1								1.000
73	1	61.917		0.12	1	 0.669966	-5.75331	 9755.94	 2.73939	  2.5	-4877.64	-4884.06	0.969
74	1	62.917		0.12	1	 0.669124	-2.74263	 3812.92	 2.73939	  2.5	-1906.13	-1909.54	0.956
75	1	63.917		0.12	1	 0.668201	-1.73960	 3120.06	 2.73939	  2.5	-1559.70	-1562.11	0.960
76	1	64.917		0.12	1	 0.667200	-1.23849	 5753.83	 2.73939	  2.5	-2876.58	-2878.49	0.982
77	1	65.419	i40126Gh		1								1.000
78	1	65.419	i20958Gh		1								1.000
79	1	65.419	i46420Gh		1								1.000
80	1	66.419		0.85	1	 0.666718	-0.166199	 11237.6	 2.35152	 16.3	-5618.46	-5619.29	0.988
81	1	66.849	i27511Gh	0.85	1	 0.666667	 0.800000	 7857.89	 2.35152	 16.3	-3928.61	-3928.48	1.000
82	1	66.849	i23216Gh	0.85	1	 0.666667	 0.800000	 7857.89	 2.35152	 16.3	-3928.61	-3928.48	1.000
83	1	67.849		0.90	1	 0.799391	-1.44469	 26341.8	 2.32728	 17.2	-13170.5	-13172.7	0.988
84	1	68.275	i28536Gh		1								1.000
85	1	69.275		0.85	1	 0.751269	 0.745663	 20.8588	 2.35375	 16.2	-10.0537	-10.0594	0.967
86	1	70.275		0.85	1	 0.702634	 0.767747	 10.7592	 2.35309	 16.3	-5.02829	-4.96317	0.946
87	1	71.275		0.85	1	 0.658051	 0.791128	 7.40430	 2.35092	 16.3	-3.37313	-3.24005	0.938
88	1	72.275		0.86	1	 0.620755	 0.814174	 5.73752	 2.34749	 16.5	-2.55838	-2.36496	0.944
89	1	73.275		0.87	1	 0.592572	 0.835494	 4.74615	 2.34321	 16.6	-2.07679	-1.83387	0.962
90	1	74.275		0.88	1	 0.573789	 0.854191	 4.09168	 2.33850	 16.8	-1.75895	-1.47854	0.993
91	1	74.449	i30824Gh	0.88	1	 0.571429	 0.857143	 4.00000	 2.33766	 16.8	-1.71429	-1.42857	1.000
92	1	75.449		0.83	1	 0.565216	 0.783671	 4.09029	 2.35973	 16.0	-1.76254	-1.54408	0.962
93	1	76.449		0.76	1	 0.560670	 0.713757	 4.08620	 2.39682	 14.7	-1.76277	-1.60968	0.929
94	1	77.449		0.65	1	 0.557009	 0.661284	 3.94224	 2.45022	 12.8	-1.69261	-1.58834	0.900
95	1	78.449		0.53	1	 0.552925	 0.643081	 3.62942	 2.51678	 10.4	-1.53825	-1.44809	0.876
96	1	79.449		0.39	1	 0.547016	 0.671586	 3.16224	 2.58769	  7.9	-1.30761	-1.18304	0.857
97	1	80.449		0.28	1	 0.538557	 0.746497	 2.60731	 2.65106	  5.7	-1.03438	-0.826438	0.841
98	1	81.449		0.20	1	 0.527977	 0.853561	 2.05599	 2.69749	  4.0	-0.764009	-0.438425	0.830
99	1	82.449		0.15	1	 0.516553	 0.972527	 1.58137	 2.72382	  3.1	-0.532409	-0.0764354	0.823
100	1	83.449		0.13	1	 0.505693	 1.08656	 1.21606	 2.73254	  2.8	-0.355184	 0.225679	0.821
101	1	84.449		0.14	1	 0.496433	 1.18622	 0.958491	 2.72860	  2.9	-0.231029	 0.458758	0.823
102	1	85.449		0.16	1	 0.489332	 1.26846	 0.790001	 2.71690	  3.3	-0.150335	 0.628790	0.829
103	1	86.449		0.19	1	 0.484582	 1.33391	 0.688200	 2.70114	  3.9	-0.101809	 0.747520	0.840
104	1	87.449		0.22	1	 0.482160	 1.38478	 0.633416	 2.68381	  4.5	-0.0756278	 0.826993	0.855
105	1	88.449		0.25	1	 0.481935	 1.42360	 0.610507	 2.66639	  5.1	-0.0642864	 0.877379	0.874
106	1	89.449		0.28	1	 0.483727	 1.45269	 0.608570	 2.64971	  5.7	-0.0624218	 0.906545	0.898
107	1	90.449		0.31	1	 0.487344	 1.47401	 0.620029	 2.63419	  6.3	-0.0663426	 0.920324	0.926
108	1	91.449		0.33	1	 0.492595	 1.48912	 0.639725	 2.62001	  6.8	-0.0735651	 0.922960	0.959
109	1	92.449		0.36	1	 0.499295	 1.49926	 0.664187	 2.60721	  7.2	-0.0824459	 0.917518	0.996
110	1	92.544	i00147Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
111	1	92.544	i25270Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
112	1	92.544	i20734Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
113	1	92.544	i04035Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
114	1	92.544	i33590Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
115	1	93.544		0.34	1	 0.471850	 1.49872	 0.703058	 2.61924	  6.8	-0.115604	 0.911264	0.964
116	1	94.544		0.31	1	 0.457356	 1.48825	 0.738611	 2.63331	  6.3	-0.140628	 0.890270	0.937
117	1	95.544		0.29	1	 0.453735	 1.47240	 0.771910	 2.64682	  5.8	-0.159087	 0.859576	0.918
118	1	96.544		0.26	1	 0.457349	 1.45510	 0.802166	 2.65862	  5.4	-0.172409	 0.825339	0.908
119	1	97.544		0.25	1	 0.464837	 1.43949	 0.829297	 2.66804	  5.0	-0.182230	 0.792423	0.906
120	1	98.544		0.24	1	 0.473722	 1.42745	 0.853890	 2.67479	  4.8	-0.190084	 0.763645	0.912
121	1	99.544		0.23	1	 0.482532	 1.41945	 0.877144	 2.67892	  4.7	-0.197306	 0.739609	0.927
122	1	100.544		0.22	1	 0.490658	 1.41453	 0.900718	 2.68070	  4.6	-0.205030	 0.718844	0.951
123	1	101.544		0.23	1	 0.498119	 1.41055	 0.926383	 2.68055	  4.6	-0.214132	 0.698299	0.982
124	1	101.817	i54086Gb	0.23	1	 0.500086	 1.40926	 0.933943	 2.68023	  4.6	-0.216928	 0.692244	0.992
125	1	102.817		0.15	1	 0.516887	 1.26508	 0.975298	 2.72457	  3.0	-0.229206	 0.518987	0.983
126	1	103.463	i04034Gh	0.10	1	 0.571429	 1.14286	 1.00000	 2.75325	  2.0	-0.214286	 0.357143	1.000
127	1	103.463	i25339Gh	0.10	1	 0.571429	 1.14286	 1.00000	 2.75325	  2.0	-0.214286	 0.357143	1.000
128	1	103.463	i22589Gh	0.10	1	 0.571429	 1.14286	 1.00000	 2.75325	  2.0	-0.214286	 0.357143	1.000
129	1	104.463		0.12	1	 0.570936	 1.24083	 0.905239	 2.73852	  2.5	-0.167152	 0.502739	0.969
130	1	105.463		0.17	1	 0.570593	 1.33484	 0.802741	 2.71191	  3.5	-0.116074	 0.648178	0.956
131	1	106.463		0.24	1	 0.570585	 1.41657	 0.700719	 2.67491	  4.8	-0.0650670	 0.780917	0.961
132	1	107.463		0.31	1	 0.571055	 1.47948	 0.607473	 2.63076	  6.4	-0.0182090	 0.890212	0.984
133	1	107.897	i33980Gh	0.35	1	 0.571429	 1.50000	 0.571429	 2.61039	  7.1	 0.00000	 0.928571	1.000
134	1	108.897		0.35	1	 0.583476	 1.53263	 0.547319	 2.61112	  7.1	 0.0180784	 0.967231	0.963
135	1	109.897		0.35	1	 0.598504	 1.56182	 0.525919	 2.61296	  7.0	 0.0362929	 0.999613	0.934
136	1	110.897		0.34	1	 0.616867	 1.58601	 0.508119	 2.61611	  6.9	 0.0543741	 1.02352	0.911
137	1	111.897		0.33	1	 0.638783	 1.60363	 0.494678	 2.62071	  6.7	 0.0720523	 1.03690	0.894
138	1	112.897		0.32	1	 0.664252	 1.61336	 0.486109	 2.62681	  6.5	 0.0890716	 1.03818	0.885
139	1	113.897		0.31	1	 0.692995	 1.61430	 0.482591	 2.63430	  6.2	 0.105202	 1.02650	0.881
140	1	114.897		0.29	1	 0.724430	 1.60616	 0.483929	 2.64297	  5.9	 0.120251	 1.00198	0.885
141	1	115.897		0.28	1	 0.757712	 1.58935	 0.489576	 2.65248	  5.6	 0.134068	 0.965708	0.895
142	1	116.897		0.26	1	 0.791829	 1.56491	 0.498727	 2.66243	  5.2	 0.146551	 0.919629	0.912
143	1	117.897		0.24	1	 0.825721	 1.53434	 0.510437	 2.67240	  4.9	 0.157642	 0.866260	0.936
144	1	118.897		0.22	1	 0.858413	 1.49941	 0.523758	 2.68203	  4.6	 0.167327	 0.808330	0.967
145	1	119.069	i37060Gh	0.22	1	 0.863852	 1.49310	 0.526148	 2.68363	  4.5	 0.168852	 0.798101	0.972
146	1	120.069		0.23	1	 0.827055	 1.51861	 0.525460	 2.67894	  4.7	 0.150797	 0.842353	0.940
147	1	121.069		0.24	1	 0.788613	 1.54262	 0.526338	 2.67341	  4.9	 0.131138	 0.885144	0.912
148	1	122.069		0.25	1	 0.749254	 1.56423	 0.528941	 2.66711	  5.1	 0.110156	 0.925135	0.891
149	1	123.069		0.26	1	 0.709873	 1.58248	 0.533424	 2.66018	  5.3	 0.0882246	 0.960834	0.875
150	1	124.069		0.27	1	 0.671500	 1.59641	 0.539917	 2.65281	  5.6	 0.0657916	 0.990704	0.865
151	1	125.069		0.29	1	 0.635214	 1.60517	 0.548510	 2.64523	  5.9	 0.0433523	 1.01331	0.861
152	1	126.069		0.30	1	 0.602055	 1.60813	 0.559235	 2.63772	  6.1	 0.0214099	 1.02749	0.862
153	1	127.069		0.32	1	 0.572915	 1.60495	 0.572052	 2.63055	  6.4	 0.000431667	 1.03246	0.869
154	1	128.069		0.33	1	 0.548458	 1.59563	 0.586842	 2.62397	  6.6	-0.0191921	 1.02798	0.882
155	1	129.069		0.34	1	 0.529057	 1.58053	 0.603411	 2.61819	  6.8	-0.0371773	 1.01430	0.900
156	1	130.069		0.35	1	 0.514784	 1.56031	 0.621502	 2.61334	  7.0	-0.0533591	 0.992167	0.924
157	1	131.069		0.35	1	 0.505440	 1.53582	 0.640816	 2.60950	  7.1	-0.0676881	 0.962690	0.954
158	1	132.069		0.36	1	 0.500607	 1.50803	 0.661033	 2.60667	  7.2	-0.0802129	 0.927208	0.989
159	1	132.342	i37044Gh	0.36	1	 0.500000	 1.50000	 0.666667	 2.60606	  7.3	-0.0833333	 0.916667	1.000
160	1	133.342		0.27	1	 0.523499	 1.39927	 0.666760	 2.65686	  5.4	-0.0716304	 0.804141	0.988
161	1	133.759	i03997Gh	0.22	1	 0.571614	 1.33312	 0.666883	 2.68415	  4.5	-0.0476345	 0.713874	1.000
162	1	134.759		0.22	1	 0.571367	 1.33338	 0.666661	 2.68410	  4.5	-0.0476470	 0.714367	0.980
163	1	135.477	i63799Gm	0.22	1	 0.571378	 1.33321	 0.666667	 2.68406	  4.5	-0.0476442	 0.714192	0.990
164	1	135.477	i50008Gb	0.22	1	 0.571378	 1.33321	 0.666667	 2.68406	  4.5	-0.0476442	 0.714192	0.990
165	1	136.477		0.17	1	 0.570613	 1.28822	 0.751797	 2.71139	  3.5	-0.0905920	 0.627016	0.958
166	1	137.477		0.13	1	 0.570319	 1.23215	 0.843708	 2.73338	  2.7	-0.136694	 0.525132	0.939
167	1	138.477		0.11	1	 0.570408	 1.16784	 0.937407	 2.74849	  2.2	-0.183500	 0.413932	0.933
168	1	139.477		0.09	1	 0.570752	 1.09918	 1.02754	 2.75590	  1.9	-0.228393	 0.300031	0.940
169	1	140.477		0.09	1	 0.571215	 1.03034	 1.10936	 2.75567	  1.9	-0.269070	 0.190052	0.959
170	1	140.932	i04023Gh	0.10	1	 0.571429	 1.00000	 1.14286	 2.75325	  2.0	-0.285714	 0.142857	0.973
171	1	141.932		0.09	1	 0.577196	 0.982087	 1.14611	 2.75762	  1.9	-0.284459	 0.120432	0.942
172	1	142.932		0.08	1	 0.587506	 0.964172	 1.14691	 2.76203	  1.7	-0.279700	 0.0969662	0.920
173	1	143.932		0.07	1	 0.600539	 0.948764	 1.14386	 2.76642	  1.5	-0.271662	 0.0765622	0.904
174	1	144.932		0.07	1	 0.614643	 0.937966	 1.13576	 2.77074	  1.4	-0.260557	 0.0627654	0.897
175	1	145.932		0.06	1	 0.628527	 0.933320	 1.12176	 2.77499	  1.2	-0.246619	 0.0581743	0.897
176	1	146.932		0.05	1	 0.641220	 0.935748	 1.10174	 2.77906	  1.1	-0.230259	 0.0642687	0.905
177	1	147.932		0.05	1	 0.651944	 0.945457	 1.07649	 2.78272	  1.0	-0.212274	 0.0812390	0.920
178	1	148.932		0.04	1	 0.660049	 0.961786	 1.04795	 2.78564	  0.9	-0.193949	 0.107788	0.943
179	1	149.932		0.04	1	 0.665071	 0.983125	 1.01899	 2.78744	  0.8	-0.176957	 0.141097	0.974
180	1	150.641	i04060Gh	0.04	1	 0.666667	 1.00000	 1.00000	 2.78788	  0.8	-0.166667	 0.166667	1.000
181	1	150.641	i27709Gh	0.04	1	 0.666667	 1.00000	 1.00000	 2.78788	  0.8	-0.166667	 0.166667	1.000
182	1	151.641		0.03	1	 0.696610	 0.965904	 1.00002	 2.79484	  0.5	-0.151704	 0.117589	0.974
183	1	152.641		0.02	1	 0.746430	 0.924730	 1.00004	 2.80074	  0.3	-0.126805	 0.0514946	0.975
184	1	153.530	i18672Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
185	1	153.530	i25804Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
186	1	153.530	i36538Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
187	1	154.530		0.02	1	 0.794313	 0.857945	 1.04588	 2.79965	  0.4	-0.125783	-0.0621510	0.967
188	1	155.530		0.03	1	 0.778353	 0.841797	 1.08448	 2.79439	  0.6	-0.153063	-0.0896189	0.947
189	1	156.530		0.04	1	 0.754226	 0.839561	 1.11274	 2.78932	  0.7	-0.179257	-0.0939220	0.941
190	1	157.530		0.04	1	 0.724395	 0.848952	 1.13094	 2.78471	  0.9	-0.203271	-0.0787146	0.950
191	1	158.396	i00142Gh	0.05	1	 0.696706	 0.864553	 1.13954	 2.78093	  1.0	-0.221417	-0.0535699	0.968
192	1	159.396		0.06	1	 0.667449	 0.888110	 1.14286	 2.77648	  1.2	-0.237703	-0.0170429	0.999
193	1	159.427	i39584Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
194	1	159.427	i22282Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
195	1	159.427	i38741Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
196	1	159.427	i29135Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
197	1	159.427	i04116Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
198	1	159.427	i34379Gh	0.06	1	 0.666667	 0.888889	 1.14286	 2.77633	  1.2	-0.238095	-0.0158730	1.000
199	1	160.427		0.05	1	 0.696518	 0.864409	 1.14001	 2.78085	  1.0	-0.221746	-0.0538547	0.967
200	1	161.427		0.04	1	 0.729461	 0.846321	 1.12939	 2.78527	  0.9	-0.199964	-0.0831047	0.949
201	1	162.327	i30188Gh	0.03	1	 0.756738	 0.838434	 1.11196	 2.78948	  0.7	-0.177609	-0.0959125	0.944
202	1	163.327		0.03	1	 0.780421	 0.841802	 1.08248	 2.79470	  0.5	-0.151031	-0.0896497	0.950
203	1	164.327		0.02	1	 0.795553	 0.859674	 1.04237	 2.80006	  0.4	-0.123408	-0.0592867	0.970
204	1	165.227	i23010Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
205	1	165.227	i40459Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
206	1	165.227	i44434Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
207	1	165.227	i04121Gh	0.01	1	 0.800000	 0.888889	 1.00000	 2.80404	  0.2	-0.100000	-0.0111111	1.000
208	1	166.227		0.04	1	 0.800073	 0.782967	 1.12656	 2.78577	  0.9	-0.163242	-0.180347	0.971
209	1	167.227		0.10	1	 0.800228	 0.680886	 1.25890	 2.74928	  2.2	-0.229337	-0.348679	0.962
210	1	168.117	i20697Gh	0.18	1	 0.800254	 0.612541	 1.35746	 2.70703	  3.7	-0.278605	-0.466319	0.972
211	1	169.117		0.21	1	 0.800185	 0.550211	 1.37934	 2.68821	  4.3	-0.289578	-0.539552	0.962
212	1	170.117		0.23	1	 0.800124	 0.510852	 1.36827	 2.67622	  4.8	-0.284073	-0.573345	0.972
213	1	171.025	i49339Gh	0.24	1	 0.800000	 0.500000	 1.33333	 2.67273	  4.9	-0.266667	-0.566667	1.000
214	1	172.025		0.21	1	 0.699661	 0.582778	 1.32445	 2.69117	  4.2	-0.312396	-0.429280	0.968
215	1	173.025		0.19	1	 0.545379	 0.674612	 1.31386	 2.69837	  4.0	-0.384240	-0.255008	0.951
216	1	174.025		0.21	1	 0.349133	 0.761797	 1.30191	 2.69038	  4.3	-0.476390	-0.0637260	0.951
217	1	175.025		0.25	1	 0.144705	 0.827467	 1.28925	 2.66784	  5.1	-0.572271	 0.110491	0.966
218	1	175.834	i42222Gh	0.29	1	 0.00171733	 0.857311	 1.27890	 2.64310	  5.9	-0.638590	 0.217004	0.989
219	1	176.834		0.32	1	-0.0234713	 0.852703	 1.31726	 2.62949	  6.4	-0.670364	 0.205811	0.955
220	1	177.834		0.34	1	-0.0568853	 0.861198	 1.34697	 2.61525	  6.9	-0.701929	 0.216154	0.931
221	1	178.834		0.37	1	-0.0928398	 0.881983	 1.36594	 2.60124	  7.4	-0.729390	 0.245433	0.916
222	1	179.834		0.39	1	-0.123529	 0.912321	 1.37402	 2.58817	  7.9	-0.748775	 0.287075	0.911
223	1	180.834		0.41	1	-0.139376	 0.947916	 1.37231	 2.57689	  8.3	-0.755844	 0.331447	0.916
224	1	181.834		0.43	1	-0.130384	 0.982970	 1.36285	 2.56868	  8.6	-0.746617	 0.366737	0.930
225	1	182.834		0.44	1	-0.0896600	 1.01090	 1.34858	 2.56498	  8.7	-0.719119	 0.381444	0.954
226	1	183.362	i04311Gh	0.44	1	-0.0552310	 1.02084	 1.34029	 2.56522	  8.7	-0.697761	 0.378314	0.970
227	1	184.362		0.49	1	-0.117889	 1.10450	 1.32312	 2.53726	  9.7	-0.720503	 0.501884	0.942
228	1	185.362		0.54	1	-0.161481	 1.18768	 1.30529	 2.50823	 10.7	-0.733385	 0.615775	0.923
229	1	186.362		0.60	1	-0.180539	 1.26442	 1.28732	 2.48065	 11.7	-0.733932	 0.711029	0.914
230	1	187.362		0.64	1	-0.173146	 1.32958	 1.26969	 2.45686	 12.6	-0.721418	 0.781303	0.915
231	1	188.362		0.68	1	-0.141324	 1.38002	 1.25271	 2.43848	 13.2	-0.697016	 0.824332	0.925
232	1	189.362		0.70	1	-0.0900706	 1.41509	 1.23651	 2.42613	 13.7	-0.663291	 0.841872	0.946
233	1	190.362		0.71	1	-0.0256701	 1.43614	 1.22109	 2.41951	 13.9	-0.623380	 0.838429	0.976
234	1	190.767	i31710Gh	0.72	1	 0.00274179	 1.44123	 1.21504	 2.41828	 13.9	-0.606149	 0.832338	0.991
235	1	191.767		0.71	1	-0.0352682	 1.44828	 1.19930	 2.41934	 13.9	-0.617283	 0.866263	0.963
236	1	192.767		0.70	1	-0.0552681	 1.43808	 1.18400	 2.42859	 13.6	-0.619636	 0.873716	0.951
237	1	193.767		0.66	1	-0.0536708	 1.41094	 1.16899	 2.44632	 12.9	-0.611332	 0.853278	0.955
238	1	194.767		0.61	1	-0.0299114	 1.36967	 1.15398	 2.47154	 12.0	-0.591947	 0.807638	0.975
239	1	195.496	i51629Gb	0.57	1	 0.00000	 1.33333	 1.14286	 2.49351	 11.3	-0.571429	 0.761905	1.000
240	1	195.496	i28603Gh	0.57	1	 0.00000	 1.33333	 1.14286	 2.49351	 11.3	-0.571429	 0.761905	1.000
241	1	196.496		0.50	1	-0.0516836	 1.26456	 1.14285	 2.53108	  9.9	-0.597267	 0.718977	0.988
