Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
75	1	46.800		0.91	1	 0.918957	 1.71135	 2.31762	 1.11141	 11.0	-0.699332	 0.0930631	0.976
76	1	47.100	i51286Gb	0.94	1	 0.909112	 1.70825	 2.17964	 1.10751	 11.3	-0.635264	 0.163878	0.987
77	1	47.900	i52032Gb	0.85	1	 1.00011	 1.42844	 1.91667	 1.12075	 10.3	-0.458279	-0.0299508	1.000
78	1	48.900		0.57	1	 1.06705	 1.37105	 1.88325	 1.16114	  7.1	-0.408102	-0.104100	0.889
79	1	49.900		0.20	1	 1.22683	 1.40285	 1.69048	 1.21752	  2.5	-0.231826	-0.0558061	0.963
80	1	50.100	i32848Gh	0.15	1	 1.25000	 1.42857	 1.64286	 1.22619	  1.8	-0.196429	-0.0178571	1.000
81	1	50.100	i63531Gm	0.15	1	 1.25000	 1.42857	 1.64286	 1.22619	  1.8	-0.196429	-0.0178571	1.000
82	1	50.500	i04419Gh	0.08	1	 1.33333	 1.42857	 1.61538	 1.23626	  1.0	-0.141026	-0.0457875	1.000
83	1	50.500	i04420Gh	0.08	1	 1.33333	 1.42857	 1.61538	 1.23626	  1.0	-0.141026	-0.0457875	1.000
84	1	50.900	i04414Gh	0.23	1	 1.12500	 1.53333	 1.61538	 1.21348	  2.9	-0.245192	 0.163141	1.000
85	1	50.900	i36237Gh	0.36	1	 1.00000	 1.53333	 1.64286	 1.19299	  4.5	-0.321429	 0.211905	1.000
86	1	50.900	i37254Gh	0.23	1	 1.12500	 1.53333	 1.61538	 1.21348	  2.9	-0.245192	 0.163141	1.000
87	1	50.900	i50001Gb	0.63	1	 1.00000	 1.75000	 1.50000	 1.15278	  7.7	-0.250000	 0.500000	1.000
88	1	51.300	i49014Gh	0.23	1	 1.12500	 1.53333	 1.61538	 1.21348	  2.9	-0.245192	 0.163141	1.000
89	1	51.300	i49015Gh	0.23	1	 1.12500	 1.53333	 1.61538	 1.21348	  2.9	-0.245192	 0.163141	1.000
90	1	51.800	i04403Gh	0.12	1	 1.16667	 1.53333	 1.53333	 1.23056	  1.5	-0.183333	 0.183333	1.000
91	1	52.200	i59692Gb	0.12	1	 1.16669	 1.53331	 1.53336	 1.23056	  1.5	-0.183336	 0.183286	1.000
92	1	53.200		0.10	1	 1.19885	 1.52783	 1.53335	 1.23395	  1.2	-0.167247	 0.161728	0.987
93	1	54.200		0.07	1	 1.24072	 1.51599	 1.53335	 1.23747	  0.9	-0.146311	 0.128954	0.987
94	1	55.200	i04379Gh	0.05	1	 1.28571	 1.50000	 1.53333	 1.24061	  0.7	-0.123810	 0.0904762	1.000
95	1	55.200	i15127Gh	0.05	1	 1.28571	 1.50000	 1.53333	 1.24061	  0.7	-0.123810	 0.0904762	1.000
96	1	55.200	i24028Gh	0.05	1	 1.28571	 1.50000	 1.53333	 1.24061	  0.7	-0.123810	 0.0904762	1.000
97	1	55.200	i26224Gh	0.05	1	 1.28571	 1.50000	 1.53333	 1.24061	  0.7	-0.123810	 0.0904762	1.000
98	1	55.200	i35906Gh	0.15	1	 1.22222	 1.50000	 1.61538	 1.22590	  1.9	-0.196581	 0.0811966	1.000
99	1	55.200	i61195Gt	0.78	1	 1.00000	 1.81818	 1.61538	 1.13092	  9.5	-0.307692	 0.510490	1.000
100	1	56.200		0.31	1	 1.11225	 1.62415	 1.61537	 1.20132	  3.8	-0.251558	 0.260344	0.960
101	1	56.500	i51629Gb	0.19	1	 1.19996	 1.53852	 1.61536	 1.21966	  2.4	-0.207700	 0.130858	1.000
102	1	57.500		0.19	1	 1.19998	 1.53848	 1.61538	 1.21966	  2.4	-0.207702	 0.130800	1.000
103	1	57.700	i28603Gh	0.19	1	 1.20000	 1.53846	 1.61538	 1.21966	  2.4	-0.207692	 0.130769	1.000
104	1	58.700		0.15	1	 1.21538	 1.51544	 1.61639	 1.22504	  1.9	-0.200506	 0.0995506	0.951
105	1	59.700		0.12	1	 1.24442	 1.48735	 1.61610	 1.23017	  1.5	-0.185843	 0.0570928	0.914
106	1	60.700		0.09	1	 1.28349	 1.45793	 1.61354	 1.23455	  1.2	-0.165021	 0.00941197	0.891
107	1	61.700		0.07	1	 1.32764	 1.43069	 1.60792	 1.23792	  0.9	-0.140140	-0.0370895	0.881
108	1	62.700		0.06	1	 1.37233	 1.40823	 1.59869	 1.24035	  0.7	-0.113179	-0.0772850	0.883
109	1	63.700		0.05	1	 1.41436	 1.39216	 1.58546	 1.24205	  0.6	-0.0855523	-0.107753	0.899
110	1	64.700		0.04	1	 1.45178	 1.38337	 1.56813	 1.24328	  0.5	-0.0581719	-0.126588	0.927
111	1	65.700		0.03	1	 1.48366	 1.38206	 1.54715	 1.24424	  0.4	-0.0317487	-0.133347	0.969
112	1	66.300	i33403Gh	0.03	1	 1.50000	 1.38462	 1.53333	 1.24473	  0.4	-0.0166667	-0.132051	1.000
113	1	66.300	i33482Gh	0.21	1	 1.66667	 1.14286	 1.47059	 1.21553	  2.7	 0.0980392	-0.425770	1.000
114	1	67.300		0.08	1	 1.83327	 1.08252	 1.56520	 1.23629	  1.0	 0.134039	-0.616719	0.650
115	1	68.000	i48868Gh	0.07	1	 1.30000	 1.53333	 1.54545	 1.23779	  0.9	-0.122727	 0.110606	1.000
116	1	68.000	i50149Gb	0.07	1	 1.30000	 1.53333	 1.54545	 1.23779	  0.9	-0.122727	 0.110606	1.000
117	1	68.000	i50173Gb	0.02	1	 1.37500	 1.53333	 1.46154	 1.24553	  0.3	-0.0432692	 0.115064	1.000
118	1	69.000		0.02	1	 1.37708	 1.49057	 1.51518	 1.24647	  0.2	-0.0690503	 0.0444332	0.950
119	1	70.000		0.04	1	 1.34577	 1.49228	 1.54585	 1.24362	  0.4	-0.100041	 0.0464745	0.950
120	1	71.000	i23472Gh	0.07	1	 1.30000	 1.53333	 1.54545	 1.23779	  0.9	-0.122727	 0.110606	1.000
121	1	71.000	i33804Gh	0.00	1	 1.44444	 1.50000	 1.46154	 1.24869	  0.0	-0.00854701	 0.0470085	1.000
122	1	71.400	i45796Gh	0.03	1	 1.36367	 1.49994	 1.54549	 1.24369	  0.4	-0.0909091	 0.0453610	1.000
123	1	72.400		0.03	1	 1.36363	 1.49999	 1.54548	 1.24369	  0.4	-0.0909218	 0.0454351	1.000
124	1	73.100	i15097Gh	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
125	1	73.100	i35430Gh	0.07	1	 1.30000	 1.53333	 1.54545	 1.23779	  0.9	-0.122727	 0.110606	1.000
126	1	73.100	i37561Gh	0.08	1	 1.30000	 1.50000	 1.58333	 1.23657	  1.0	-0.141667	 0.0583333	1.000
127	1	73.100	i49081Gh	0.08	1	 1.30000	 1.50000	 1.58333	 1.23657	  1.0	-0.141667	 0.0583333	1.000
128	1	73.100	i51459Gb	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
129	1	73.100	i56742Gb	0.00	1	 1.44444	 1.50000	 1.46154	 1.24869	  0.0	-0.00854701	 0.0470085	1.000
130	1	73.500	i15071Gh	0.09	1	 1.44444	 1.52000	 1.00000	 1.23506	  1.1	 0.222222	 0.297778	1.000
131	1	73.500	i15072Gh	0.09	1	 1.44444	 1.52000	 1.00000	 1.23506	  1.1	 0.222222	 0.297778	1.000
132	1	73.500	i18672Gh	0.05	1	 1.62500	 1.40000	 1.46154	 1.24183	  0.6	 0.0817308	-0.143269	1.000
133	1	73.500	i18673Gh	0.40	1	 1.50000	 1.52000	 0.00000	 1.18722	  5.0	 0.750000	 0.770000	1.000
134	1	73.500	i23216Gh		1								1.000
135	1	73.500	i24286Gh		1								1.000
136	1	73.500	i27511Gh		1								1.000
137	1	73.500	i36836Gh		1								1.000
138	1	73.500	i40126Gh		1								1.000
139	1	74.500		0.02	1	 1.41845	 1.45571	 1.61732	 1.24666	  0.2	-0.0994357	-0.0621756	0.808
140	1	75.300	i04084Gh	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
141	1	75.300	i04085Gh	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
142	1	75.300	i18635Gh	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
143	1	75.300	i48993Gh	0.03	1	 1.36364	 1.50000	 1.54545	 1.24369	  0.4	-0.0909091	 0.0454545	1.000
144	1	75.700	i04071Gh	0.05	1	 1.36364	 1.58333	 1.46154	 1.24147	  0.6	-0.0489510	 0.170746	1.000
145	1	75.700	i04073Gh	0.05	1	 1.36364	 1.58333	 1.46154	 1.24147	  0.6	-0.0489510	 0.170746	1.000
146	1	75.700	i04080Gh	0.00	1	 1.44444	 1.50000	 1.46154	 1.24869	  0.0	-0.00854701	 0.0470085	1.000
147	1	75.700	i18630Gh	0.00	1	 1.44444	 1.50000	 1.46154	 1.24869	  0.0	-0.00854701	 0.0470085	1.000
148	1	75.700	i51717Gb	0.05	1	 1.36364	 1.58333	 1.46154	 1.24147	  0.6	-0.0489510	 0.170746	1.000
149	1	76.700		0.02	1	 1.49043	 1.40940	 1.54097	 1.24623	  0.2	-0.0252717	-0.106298	0.931
150	1	77.000	i00142Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
151	1	77.000	i04116Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
152	1	77.000	i04121Gh	0.05	1	 1.62500	 1.40000	 1.46154	 1.24183	  0.6	 0.0817308	-0.143269	1.000
153	1	77.000	i20697Gh	0.13	1	 1.62500	 1.31250	 1.58333	 1.22859	  1.7	 0.0208333	-0.291667	1.000
154	1	77.000	i22282Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
155	1	77.000	i23010Gh	0.04	1	 1.44444	 1.40000	 1.58333	 1.24275	  0.5	-0.0694444	-0.113889	1.000
156	1	77.000	i25212Gh	0.03	1	 1.40000	 1.50000	 1.54545	 1.24520	  0.3	-0.0727273	 0.0272727	1.000
157	1	77.000	i25804Gh	0.23	1	 1.72727	 1.25000	 1.46154	 1.21285	  2.9	 0.132867	-0.344406	1.000
158	1	77.000	i28536Gh		1								1.000
159	1	77.000	i29135Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
160	1	77.000	i30188Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
161	1	77.000	i34379Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
162	1	77.000	i36538Gh	0.05	1	 1.62500	 1.40000	 1.46154	 1.24183	  0.6	 0.0817308	-0.143269	1.000
163	1	77.000	i38741Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
164	1	77.000	i39584Gh	0.03	1	 1.50000	 1.40000	 1.54545	 1.24520	  0.3	-0.0227273	-0.122727	1.000
165	1	77.000	i44434Gh	0.05	1	 1.62500	 1.40000	 1.46154	 1.24183	  0.6	 0.0817308	-0.143269	1.000
166	1	77.000	i49339Gh	0.37	1	 1.62500	 1.15385	 1.66667	 1.19168	  4.6	-0.0208333	-0.491987	1.000
167	1	77.400	i49001Gh	0.09	1	 1.44446	 1.34339	 1.61337	 1.23562	  1.1	-0.0844559	-0.185531	0.991
168	1	78.400		0.02	1	 1.38855	 1.48330	 1.52571	 1.24628	  0.2	-0.0685795	 0.0261693	0.960
169	1	79.100	i51805Gb	0.05	1	 1.36365	 1.58333	 1.46153	 1.24147	  0.6	-0.0489404	 0.170744	1.000
170	1	80.000	i04060Gh	0.00	1	 1.50000	 1.46154	 1.46154	 1.24893	  0.0	 0.0192308	-0.0192308	1.000
171	1	80.000	i27709Gh	0.00	1	 1.50000	 1.46154	 1.46154	 1.24893	  0.0	 0.0192308	-0.0192308	1.000
172	1	80.400	i04051Gh	0.10	1	 1.30769	 1.58333	 1.54545	 1.23370	  1.2	-0.118881	 0.156760	1.000
173	1	80.400	i27047Gh	0.10	1	 1.30769	 1.54545	 1.58333	 1.23370	  1.2	-0.137821	 0.0999417	1.000
174	1	80.400	i27048Gh	0.04	1	 1.41667	 1.57143	 1.40000	 1.24292	  0.5	 0.00833333	 0.163095	1.000
175	1	81.200	i37044Gh	0.18	1	 1.30769	 1.69231	 1.40000	 1.22051	  2.3	-0.0461538	 0.338462	1.000
176	1	81.200	i46275Gh	0.04	1	 1.41667	 1.57143	 1.40000	 1.24292	  0.5	 0.00833333	 0.163095	1.000
177	1	81.700	i00147Gh	0.34	1	 1.45455	 1.68750	 1.11111	 1.19594	  4.3	 0.171717	 0.404672	1.000
178	1	81.700	i04025Gh	0.07	1	 1.50000	 1.57143	 1.33333	 1.23876	  0.8	 0.0833333	 0.154762	1.000
179	1	81.700	i04026Gh	0.07	1	 1.50000	 1.57143	 1.33333	 1.23876	  0.8	 0.0833333	 0.154762	1.000
180	1	81.700	i04027Gh	0.07	1	 1.50000	 1.57143	 1.33333	 1.23876	  0.8	 0.0833333	 0.154762	1.000
181	1	81.700	i04035Gh	0.34	1	 1.45455	 1.68750	 1.11111	 1.19594	  4.3	 0.171717	 0.404672	1.000
182	1	81.700	i20734Gh	0.28	1	 1.38462	 1.68750	 1.14286	 1.20477	  3.6	 0.120879	 0.423764	1.000
183	1	81.700	i22589Gh	0.28	1	 1.38462	 1.68750	 1.14286	 1.20477	  3.6	 0.120879	 0.423764	1.000
184	1	81.700	i25270Gh	0.28	1	 1.38462	 1.68750	 1.14286	 1.20477	  3.6	 0.120879	 0.423764	1.000
185	1	81.700	i25339Gh	0.34	1	 1.45455	 1.68750	 1.11111	 1.19594	  4.3	 0.171717	 0.404672	1.000
186	1	81.700	i33590Gh	0.34	1	 1.45455	 1.68750	 1.11111	 1.19594	  4.3	 0.171717	 0.404672	1.000
187	1	81.700	i43034Gh	0.11	1	 1.54545	 1.57143	 1.27273	 1.23160	  1.4	 0.136364	 0.162338	1.000
188	1	82.500	i04011Gh	0.17	1	 1.36377	 1.69212	 1.33345	 1.22176	  2.2	 0.0151570	 0.343508	1.000
189	1	82.900	i54086Gb	0.54	1	 1.33349	 1.79983	 1.11132	 1.16555	  6.7	 0.111085	 0.577426	1.000
190	1	83.900		0.49	1	 1.33611	 1.80699	 1.08963	 1.17318	  6.1	 0.123241	 0.594125	0.911
191	1	84.900		0.34	1	 1.37234	 1.75102	 1.14531	 1.19574	  4.3	 0.113515	 0.492191	0.889
192	1	85.900		0.18	1	 1.44090	 1.65804	 1.23265	 1.22006	  2.3	 0.104127	 0.321262	0.935
193	1	86.400	i50008Gb	0.13	1	 1.48033	 1.60980	 1.27431	 1.22931	  1.6	 0.103011	 0.232479	0.983
194	1	86.400	i63799Gm	0.13	1	 1.48033	 1.60980	 1.27431	 1.22931	  1.6	 0.103011	 0.232479	0.983
195	1	87.200	i03990Gh	0.00	1	 1.50000	 1.45455	 1.46667	 1.24891	  0.0	 0.0166667	-0.0287879	1.000
196	1	87.200	i15040Gh	0.17	1	 1.36364	 1.69231	 1.33333	 1.22170	  2.2	 0.0151515	 0.343823	1.000
197	1	87.200	i43767Gh	0.05	1	 1.36364	 1.45455	 1.57143	 1.24170	  0.6	-0.103896	-0.0129870	1.000
198	1	88.200		0.14	1	 1.29055	 1.41673	 1.65219	 1.22734	  1.8	-0.180820	-0.0546453	0.922
199	1	89.200		0.29	1	 1.23842	 1.34615	 1.73760	 1.20433	  3.6	-0.249590	-0.141864	0.919
200	1	90.200	i51015Gb	0.47	1	 1.20670	 1.27920	 1.79443	 1.17608	  5.9	-0.293865	-0.221367	0.991
201	2	18.500	i05684Gh	0.41	1	 1.09273	 1.49717	 1.74987	 1.18551	  5.1	-0.328571	 0.0758644	0.985
202	2	19.500		0.58	1	 0.992972	 1.60748	 1.73202	 1.15997	  7.1	-0.369524	 0.244980	0.949
203	2	20.500		0.81	1	 0.924333	 1.72447	 1.71028	 1.12633	  9.8	-0.392976	 0.407164	0.951
204	2	21.500	i05664Gh	1.05	1	 0.903082	 1.81844	 1.69231	 1.09184	 12.6	-0.394616	 0.520748	0.990
205	2	22.300	i05658Gh	1.56	1	 0.833094	 1.91008	 1.75013	 1.02268	 18.1	-0.458517	 0.618466	0.992
206	2	23.300		1.52	1	 0.842983	 1.90824	 1.76405	 1.02802	 17.7	-0.460532	 0.604722	0.971
207	2	24.300		1.45	1	 0.864272	 1.88955	 1.78112	 1.03717	 17.0	-0.458423	 0.566851	0.966
208	2	25.300		1.36	1	 0.895134	 1.85627	 1.80051	 1.04912	 16.0	-0.452688	 0.508451	0.977
209	2	26.200	i00220Gh	1.28	1	 0.928571	 1.81818	 1.81818	 1.06115	 15.1	-0.444805	 0.444805	1.000
210	2	26.200	i05635Gh	1.05	1	 0.916667	 1.69231	 1.81818	 1.09229	 12.6	-0.450758	 0.324883	1.000
211	2	27.200		0.92	1	 1.00109	 1.61920	 1.92813	 1.11069	 11.1	-0.463519	 0.154592	0.919
212	2	27.900	i53555Gb	0.83	1	 1.13333	 1.45455	 2.00000	 1.12391	 10.0	-0.433333	-0.112121	1.000
213	2	27.900	i53627Gb	0.52	1	 1.15385	 1.45455	 1.83333	 1.16906	  6.4	-0.339744	-0.0390443	1.000
214	2	28.900		0.59	1	 1.14869	 1.43211	 1.90147	 1.15908	  7.2	-0.376390	-0.0929749	0.942
215	2	29.900		0.65	1	 1.14563	 1.42200	 1.96464	 1.14959	  8.0	-0.409505	-0.133138	0.904
216	2	30.900		0.70	1	 1.14782	 1.42142	 2.01524	 1.14182	  8.6	-0.433706	-0.160113	0.885
217	2	31.900		0.74	1	 1.15847	 1.42224	 2.05265	 1.13618	  9.0	-0.447094	-0.183320	0.886
218	2	32.900		0.77	1	 1.17921	 1.41530	 2.08062	 1.13223	  9.4	-0.450706	-0.214611	0.907
219	2	33.900		0.79	1	 1.20814	 1.39422	 2.10419	 1.12872	  9.6	-0.448025	-0.261952	0.947
