Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
17	1	15.761		0.17	1	 0.961911	 1.96838	 1.06324	 3.24280	  1.1	-0.0506643	 0.955810	0.706
18	1	16.761		0.15	1	 0.976532	 1.87376	 1.06413	 3.24824	  0.9	-0.0437981	 0.853427	0.697
19	1	17.761		0.12	1	 0.991623	 1.79114	 1.06214	 3.25308	  0.8	-0.0352560	 0.764256	0.691
20	1	18.761		0.10	1	 1.00721	 1.71766	 1.05748	 3.25738	  0.6	-0.0251328	 0.685316	0.687
21	1	19.761		0.08	1	 1.02331	 1.65109	 1.05047	 3.26119	  0.5	-0.0135780	 0.614206	0.685
22	1	20.761		0.07	1	 1.03990	 1.58972	 1.04147	 3.26452	  0.4	-0.000785023	 0.549026	0.685
23	1	21.761		0.05	1	 1.05694	 1.53223	 1.03091	 3.26739	  0.3	 0.0130165	 0.488305	0.688
24	1	22.761		0.04	1	 1.07431	 1.47769	 1.01918	 3.26979	  0.3	 0.0275680	 0.430948	0.693
25	1	23.761		0.03	1	 1.09188	 1.42547	 1.00670	 3.27172	  0.2	 0.0425904	 0.376183	0.700
26	1	24.761		0.03	1	 1.10945	 1.37519	 0.993864	 3.27317	  0.2	 0.0577936	 0.323535	0.710
27	1	25.761		0.02	1	 1.12680	 1.32669	 0.981025	 3.27412	  0.1	 0.0728872	 0.272782	0.722
28	1	26.761		0.02	1	 1.14367	 1.28001	 0.968484	 3.27459	  0.1	 0.0875930	 0.223929	0.736
29	1	27.761		0.02	1	 1.15979	 1.23530	 0.956480	 3.27456	  0.1	 0.101656	 0.177160	0.753
30	1	28.761		0.02	1	 1.17490	 1.19284	 0.945183	 3.27406	  0.1	 0.114858	 0.132798	0.772
31	1	29.761		0.03	1	 1.18874	 1.15296	 0.934696	 3.27312	  0.2	 0.127022	 0.0912449	0.793
32	1	30.761		0.03	1	 1.20111	 1.11601	 0.925062	 3.27177	  0.2	 0.138023	 0.0529284	0.817
33	1	31.761		0.04	1	 1.21184	 1.08230	 0.916270	 3.27005	  0.3	 0.147785	 0.0182435	0.844
34	1	32.761		0.05	1	 1.22084	 1.05206	 0.908272	 3.26803	  0.3	 0.156285	-0.0124961	0.873
35	1	33.761		0.06	1	 1.22808	 1.02545	 0.901000	 3.26576	  0.4	 0.163542	-0.0390941	0.904
36	1	34.761		0.07	1	 1.23360	 1.00250	 0.894376	 3.26331	  0.5	 0.169611	-0.0614909	0.938
37	1	35.761		0.09	1	 1.23747	 0.983134	 0.888326	 3.26073	  0.5	 0.174574	-0.0797662	0.975
38	1	36.150	i50312Gb	0.09	1	 1.23857	 0.976539	 0.886115	 3.25971	  0.6	 0.176227	-0.0858024	0.990
39	1	37.150		0.14	1	 1.25499	 0.987377	 0.762070	 3.24985	  0.9	 0.246460	-0.0211533	0.961
40	1	38.150		0.20	1	 1.27383	 0.970986	 0.649910	 3.23671	  1.3	 0.311960	 0.00911626	0.946
41	1	39.150		0.28	1	 1.29423	 0.921444	 0.570011	 3.22167	  1.7	 0.362109	-0.0106769	0.945
42	1	40.150		0.36	1	 1.31409	 0.845401	 0.523648	 3.20523	  2.2	 0.395219	-0.0734663	0.958
43	1	41.150		0.45	1	 1.32962	 0.758292	 0.503206	 3.18751	  2.8	 0.413209	-0.158123	0.986
44	1	41.533	i51926Gb	0.48	1	 1.33333	 0.727273	 0.500000	 3.18057	  3.0	 0.416667	-0.189394	1.000
45	1	42.223	i56930Gb	0.31	1	 1.28302	 1.00000	 0.500000	 3.21582	  1.9	 0.391509	 0.108491	1.000
46	1	42.510	i54121Gb	0.29	1	 1.27409	 1.03096	 0.499999	 3.21904	  1.8	 0.387047	 0.143916	0.993
47	1	42.797	i61058Gt	0.28	1	 1.26359	 1.07249	 0.499999	 3.22200	  1.7	 0.381798	 0.190688	0.996
48	1	42.882	i52961Gb	0.27	1	 1.26034	 1.08627	 0.500000	 3.22277	  1.7	 0.380168	 0.206097	0.999
49	1	42.910	i15409Gh	0.27	1	 1.25926	 1.09091	 0.500000	 3.22301	  1.7	 0.379630	 0.211279	1.000
50	1	43.910		0.26	1	 1.22224	 1.26896	 0.499338	 3.22630	  1.6	 0.361452	 0.408167	0.968
51	1	44.910		0.30	1	 1.17682	 1.44731	 0.498645	 3.21791	  1.9	 0.339090	 0.609577	0.952
52	1	45.910		0.39	1	 1.13099	 1.59553	 0.498328	 3.19939	  2.4	 0.316329	 0.780873	0.951
53	1	46.910		0.51	1	 1.09192	 1.69577	 0.498703	 3.17521	  3.2	 0.296608	 0.900457	0.966
54	1	47.910		0.63	1	 1.06306	 1.74768	 0.499875	 3.15009	  3.9	 0.281591	 0.966215	0.997
55	1	47.989	i05071Gh	0.64	1	 1.06122	 1.75000	 0.500000	 3.14817	  4.0	 0.280612	 0.969388	1.000
56	1	48.989		0.45	1	 1.10239	 1.61501	 0.499343	 3.18641	  2.8	 0.301522	 0.814147	0.971
57	1	49.989		0.31	1	 1.15852	 1.44230	 0.499400	 3.21438	  2.0	 0.329562	 0.613336	0.965
58	1	50.989		0.26	1	 1.21850	 1.26605	 0.499785	 3.22620	  1.6	 0.359356	 0.406913	0.981
59	1	51.563	i05090Gh	0.26	1	 1.25000	 1.17647	 0.500000	 3.22562	  1.6	 0.375000	 0.301471	1.000
60	1	51.563	i05088Gh	0.26	1	 1.25000	 1.17647	 0.500000	 3.22562	  1.6	 0.375000	 0.301471	1.000
61	1	52.563		0.26	1	 1.24075	 1.20938	 0.487440	 3.22631	  1.6	 0.376655	 0.345289	0.963
62	1	53.563		0.25	1	 1.22942	 1.24200	 0.478164	 3.22680	  1.6	 0.375630	 0.388207	0.930
63	1	54.563		0.25	1	 1.21627	 1.27356	 0.472911	 3.22713	  1.6	 0.371680	 0.428972	0.903
64	1	55.563		0.25	1	 1.20160	 1.30344	 0.472215	 3.22730	  1.6	 0.364691	 0.466532	0.881
65	1	56.563		0.25	1	 1.18574	 1.33112	 0.476398	 3.22734	  1.6	 0.354672	 0.500048	0.865
66	1	57.563		0.25	1	 1.16907	 1.35619	 0.485597	 3.22726	  1.6	 0.341735	 0.528857	0.853
67	1	58.563		0.25	1	 1.15196	 1.37830	 0.499815	 3.22710	  1.6	 0.326073	 0.552416	0.846
68	1	59.563		0.25	1	 1.13482	 1.39715	 0.518966	 3.22689	  1.6	 0.307928	 0.570251	0.844
69	1	60.563		0.25	1	 1.11806	 1.41243	 0.542919	 3.22668	  1.6	 0.287572	 0.581935	0.847
70	1	61.563		0.25	1	 1.10208	 1.42389	 0.571503	 3.22653	  1.6	 0.265291	 0.587101	0.855
71	1	62.563		0.25	1	 1.08726	 1.43137	 0.604490	 3.22650	  1.6	 0.241386	 0.585490	0.869
72	1	63.563		0.25	1	 1.07392	 1.43476	 0.641556	 3.22667	  1.6	 0.216179	 0.577023	0.887
73	1	64.563		0.25	1	 1.06228	 1.43413	 0.682231	 3.22710	  1.6	 0.190024	 0.561879	0.910
74	1	65.563		0.25	1	 1.05248	 1.42972	 0.725855	 3.22781	  1.6	 0.163315	 0.540554	0.939
75	1	66.563		0.24	1	 1.04455	 1.42193	 0.771574	 3.22881	  1.5	 0.136489	 0.513867	0.972
76	1	67.193	i27422Gh	0.24	1	 1.04048	 1.41553	 0.801001	 3.22958	  1.5	 0.119737	 0.494788	0.996
77	1	68.153	i18951Gh	0.40	1	 1.03629	 1.49798	 0.691040	 3.19796	  2.5	 0.172625	 0.634313	0.991
78	1	69.153		0.41	1	 1.05333	 1.51223	 0.669612	 3.19558	  2.5	 0.191857	 0.650763	0.978
79	1	70.107	i05303Gh	0.40	1	 1.08108	 1.50000	 0.666667	 3.19758	  2.5	 0.207207	 0.626126	1.000
80	1	70.107	i05306Gh	0.40	1	 1.08108	 1.50000	 0.666667	 3.19758	  2.5	 0.207207	 0.626126	1.000
81	1	71.107		0.46	1	 1.05494	 1.56819	 0.640461	 3.18483	  2.9	 0.207241	 0.720486	0.966
82	1	72.107		0.52	1	 1.02926	 1.63211	 0.627326	 3.17223	  3.2	 0.200969	 0.803812	0.944
83	1	73.107		0.58	1	 1.00542	 1.68436	 0.634991	 3.16131	  3.6	 0.185213	 0.864151	0.933
84	1	74.107		0.62	1	 0.984605	 1.71887	 0.667693	 3.15335	  3.8	 0.158456	 0.892726	0.935
85	1	75.107		0.64	1	 0.967484	 1.73351	 0.723637	 3.14883	  4.0	 0.121924	 0.887954	0.948
86	1	76.107		0.65	1	 0.954083	 1.73059	 0.795700	 3.14727	  4.0	 0.0791912	 0.855701	0.973
87	1	76.850	i29577Gh	0.65	1	 0.946302	 1.72001	 0.854248	 3.14742	  4.0	 0.0460270	 0.819732	0.999
88	1	77.850		0.55	1	 0.974299	 1.70169	 0.810127	 3.16623	  3.4	 0.0820860	 0.809472	0.963
89	1	78.850		0.46	1	 1.00631	 1.66757	 0.773058	 3.18570	  2.8	 0.116626	 0.777884	0.937
90	1	79.850		0.36	1	 1.04214	 1.61520	 0.746898	 3.20509	  2.2	 0.147621	 0.720678	0.919
91	1	80.850		0.27	1	 1.08108	 1.54404	 0.734365	 3.22322	  1.7	 0.173360	 0.636314	0.909
92	1	81.850		0.19	1	 1.12184	 1.45652	 0.735739	 3.23862	  1.2	 0.193050	 0.527726	0.909
93	1	82.850		0.14	1	 1.16260	 1.35814	 0.748205	 3.24985	  0.9	 0.207197	 0.402737	0.916
94	1	83.850		0.11	1	 1.20141	 1.25634	 0.766501	 3.25588	  0.7	 0.217453	 0.272389	0.933
95	1	84.850		0.11	1	 1.23658	 1.15842	 0.784697	 3.25642	  0.7	 0.225940	 0.147784	0.958
96	1	85.850		0.13	1	 1.26700	 1.06976	 0.798079	 3.25186	  0.8	 0.234459	 0.0372264	0.992
97	1	86.060	i05316Gh	0.14	1	 1.27273	 1.05263	 0.800000	 3.25034	  0.9	 0.236364	 0.0162679	1.000
98	1	87.060		0.13	1	 1.27444	 1.06449	 0.799939	 3.25126	  0.8	 0.237249	 0.0273039	0.979
99	1	88.060		0.13	1	 1.26921	 1.08792	 0.799986	 3.25279	  0.8	 0.234611	 0.0533278	0.996
100	1	88.171	i39079Gh	0.12	1	 1.26829	 1.09091	 0.800000	 3.25297	  0.8	 0.234146	 0.0567627	1.000
101	1	88.171	i32995Gh	0.12	1	 1.26829	 1.09091	 0.800000	 3.25297	  0.8	 0.234146	 0.0567627	1.000
102	1	88.862	i33216Gh	0.17	1	 1.26828	 1.14292	 0.727223	 3.24386	  1.1	 0.270528	 0.145165	1.000
103	1	89.554	i31562Gh	0.12	1	 1.26829	 1.09091	 0.800000	 3.25297	  0.8	 0.234146	 0.0567627	1.000
104	1	90.554		0.10	1	 1.25368	 1.11281	 0.815691	 3.25771	  0.6	 0.218995	 0.0781217	0.967
105	1	91.554		0.08	1	 1.23853	 1.12799	 0.847791	 3.26263	  0.5	 0.195367	 0.0848326	0.948
106	1	92.554		0.05	1	 1.22447	 1.13249	 0.899948	 3.26764	  0.3	 0.162262	 0.0702827	0.943
107	1	93.554		0.03	1	 1.21266	 1.12345	 0.972315	 3.27217	  0.2	 0.120173	 0.0309637	0.951
108	1	94.554		0.02	1	 1.20381	 1.10117	 1.05631	 3.27515	  0.1	 0.0737542	-0.0288920	0.974
109	1	94.965	i05331Gh	0.01	1	 1.20104	 1.08947	 1.08994	 3.27567	  0.1	 0.0555498	-0.0560155	0.987
110	1	95.965		0.06	1	 1.24759	 0.991178	 1.09037	 3.26651	  0.4	 0.0786092	-0.177800	0.971
111	1	96.965		0.13	1	 1.28643	 0.892460	 1.09077	 3.25092	  0.8	 0.0978282	-0.296141	0.981
112	1	97.560	i18974Gh	0.19	1	 1.30233	 0.842105	 1.09091	 3.23980	  1.2	 0.105708	-0.354512	1.000
113	1	98.251	i15494Gh	0.17	1	 1.30233	 0.888889	 1.00000	 3.24449	  1.0	 0.151163	-0.262274	1.000
114	1	99.251		0.17	1	 1.30940	 0.942975	 0.890678	 3.24308	  1.1	 0.209359	-0.157061	0.969
115	1	100.251		0.21	1	 1.32166	 0.966551	 0.798803	 3.23524	  1.3	 0.261427	-0.0936791	0.957
116	1	101.251		0.26	1	 1.33860	 0.952738	 0.743828	 3.22447	  1.7	 0.297385	-0.0884752	0.963
117	1	102.251		0.33	1	 1.35765	 0.908034	 0.726353	 3.21202	  2.0	 0.315647	-0.133966	0.988
118	1	102.584	i15500Gh	0.35	1	 1.36364	 0.888889	 0.727273	 3.20742	  2.2	 0.318182	-0.156566	1.000
119	1	103.584		0.35	1	 1.36458	 0.879714	 0.703065	 3.20675	  2.2	 0.330758	-0.154109	0.963
120	1	104.584		0.35	1	 1.36480	 0.870100	 0.678101	 3.20618	  2.2	 0.343348	-0.151349	0.932
121	1	105.584		0.36	1	 1.36418	 0.859647	 0.653640	 3.20577	  2.2	 0.355272	-0.149265	0.907
122	1	106.584		0.36	1	 1.36261	 0.848143	 0.630989	 3.20559	  2.2	 0.365809	-0.148655	0.888
123	1	107.584		0.36	1	 1.35988	 0.835735	 0.611241	 3.20574	  2.2	 0.374317	-0.149823	0.875
124	1	108.584		0.35	1	 1.35575	 0.823035	 0.595102	 3.20629	  2.2	 0.380323	-0.152391	0.867
125	1	109.584		0.35	1	 1.34994	 0.811158	 0.582866	 3.20734	  2.2	 0.383537	-0.155245	0.866
126	1	110.584		0.34	1	 1.34215	 0.801712	 0.574468	 3.20896	  2.1	 0.383842	-0.156597	0.870
127	1	111.584		0.33	1	 1.33213	 0.796755	 0.569571	 3.21122	  2.1	 0.381281	-0.154097	0.880
128	1	112.584		0.32	1	 1.31977	 0.798664	 0.567611	 3.21414	  2.0	 0.376080	-0.145026	0.896
129	1	113.584		0.30	1	 1.30521	 0.809841	 0.567814	 3.21767	  1.9	 0.368696	-0.126669	0.918
130	1	114.584		0.28	1	 1.28898	 0.832146	 0.569227	 3.22168	  1.7	 0.359877	-0.0969586	0.945
131	1	115.584		0.26	1	 1.27210	 0.866092	 0.570820	 3.22590	  1.6	 0.350640	-0.0553685	0.979
132	1	116.126	i61969Gt	0.25	1	 1.26316	 0.888889	 0.571429	 3.22816	  1.5	 0.345865	-0.0284043	1.000
133	1	116.653	i53242Gb	0.29	1	 1.28187	 0.810519	 0.571428	 3.21830	  1.8	 0.355219	-0.116128	0.995
134	1	116.814	i53641Gb	0.31	1	 1.28571	 0.800000	 0.571429	 3.21566	  1.9	 0.357143	-0.128571	1.000
135	1	117.505	i43740Gh	0.34	1	 1.28571	 0.888889	 0.500000	 3.20983	  2.1	 0.392857	-0.00396825	1.000
136	1	117.505	i28504Gh	0.34	1	 1.28571	 0.888889	 0.500000	 3.20983	  2.1	 0.392857	-0.00396825	1.000
137	1	118.505		0.39	1	 1.30134	 0.861611	 0.466933	 3.19927	  2.4	 0.417205	-0.0225274	0.981
138	1	119.255	i54364Gb	0.41	1	 1.29901	 0.929708	 0.444714	 3.19528	  2.5	 0.427149	 0.0578448	0.993
139	1	120.255		0.36	1	 1.27818	 1.08559	 0.444439	 3.20482	  2.3	 0.416873	 0.224276	0.982
140	1	121.005	i05058Gh	0.34	1	 1.25926	 1.20000	 0.444444	 3.20812	  2.2	 0.407407	 0.348148	1.000
141	1	122.005		0.35	1	 1.23836	 1.30473	 0.443641	 3.20785	  2.2	 0.397361	 0.463730	0.988
142	1	122.420	i15398Gh	0.35	1	 1.23010	 1.33779	 0.443392	 3.20679	  2.2	 0.393354	 0.501048	0.999
143	1	123.420		0.34	1	 1.22728	 1.34546	 0.439538	 3.20900	  2.1	 0.393869	 0.512054	0.960
144	1	124.420		0.33	1	 1.22437	 1.35249	 0.436704	 3.21132	  2.1	 0.393833	 0.521953	0.923
145	1	125.420		0.32	1	 1.22143	 1.35874	 0.435035	 3.21375	  2.0	 0.393199	 0.530506	0.888
146	1	126.420		0.30	1	 1.21853	 1.36406	 0.434687	 3.21629	  1.9	 0.391921	 0.537451	0.854
147	1	127.420		0.29	1	 1.21573	 1.36829	 0.435828	 3.21894	  1.8	 0.389950	 0.542507	0.822
148	1	128.420		0.28	1	 1.21311	 1.37125	 0.438636	 3.22169	  1.7	 0.387238	 0.545372	0.792
149	1	129.420		0.26	1	 1.21076	 1.37276	 0.443299	 3.22454	  1.7	 0.383732	 0.545731	0.763
150	1	130.420		0.25	1	 1.20878	 1.37265	 0.450009	 3.22748	  1.6	 0.379383	 0.543259	0.736
151	1	131.420		0.23	1	 1.20724	 1.37073	 0.458966	 3.23050	  1.5	 0.374140	 0.537625	0.711
152	1	132.420		0.22	1	 1.20627	 1.36682	 0.470367	 3.23358	  1.4	 0.367951	 0.528499	0.686
153	1	133.420		0.20	1	 1.20594	 1.36074	 0.484407	 3.23671	  1.3	 0.360767	 0.515562	0.664
154	1	134.420		0.19	1	 1.20636	 1.35233	 0.501274	 3.23987	  1.2	 0.352542	 0.498509	0.642
155	1	135.420		0.17	1	 1.20760	 1.34144	 0.521140	 3.24304	  1.1	 0.343232	 0.477066	0.622
156	1	136.420		0.16	1	 1.20975	 1.32794	 0.544159	 3.24619	  1.0	 0.332797	 0.450988	0.604
157	1	137.420		0.14	1	 1.21287	 1.31174	 0.570459	 3.24929	  0.9	 0.321205	 0.420075	0.587
158	1	138.420		0.13	1	 1.21700	 1.29275	 0.600135	 3.25231	  0.8	 0.308430	 0.384180	0.570
159	1	139.420		0.11	1	 1.22216	 1.27092	 0.633245	 3.25523	  0.7	 0.294459	 0.343212	0.556
160	1	140.420		0.10	1	 1.22838	 1.24624	 0.669800	 3.25799	  0.6	 0.279290	 0.297147	0.542
161	1	141.420		0.09	1	 1.23563	 1.21873	 0.709760	 3.26057	  0.6	 0.262934	 0.246033	0.530
162	1	142.420		0.08	1	 1.24388	 1.18845	 0.753029	 3.26292	  0.5	 0.245424	 0.189997	0.518
163	1	143.420		0.07	1	 1.25307	 1.15550	 0.799446	 3.26501	  0.4	 0.226810	 0.129246	0.508
164	1	144.420		0.06	1	 1.26311	 1.12003	 0.848785	 3.26679	  0.4	 0.207164	 0.0640787	0.499
165	1	145.420		0.05	1	 1.27392	 1.08221	 0.900749	 3.26823	  0.3	 0.186583	-0.00511751	0.492
166	1	146.420		0.05	1	 1.28535	 1.04230	 0.954967	 3.26929	  0.3	 0.165191	-0.0778599	0.485
167	1	147.420		0.04	1	 1.29726	 1.00056	 1.01100	 3.26993	  0.3	 0.143134	-0.153570	0.479
168	1	148.420		0.04	1	 1.30950	 0.957336	 1.06833	 3.27014	  0.3	 0.120588	-0.231577	0.475
169	1	149.420		0.04	1	 1.32187	 0.913008	 1.12637	 3.26988	  0.3	 0.0977490	-0.311116	0.471
170	1	150.420		0.05	1	 1.33419	 0.868006	 1.18451	 3.26914	  0.3	 0.0748366	-0.391344	0.469
171	1	151.420		0.05	1	 1.34623	 0.822801	 1.24206	 3.26793	  0.3	 0.0520851	-0.471346	0.468
172	1	152.420		0.06	1	 1.35780	 0.777902	 1.29832	 3.26623	  0.4	 0.0297394	-0.550157	0.468
173	1	153.420		0.07	1	 1.36867	 0.733837	 1.35257	 3.26408	  0.4	 0.00804752	-0.626784	0.469
174	1	154.420		0.08	1	 1.37863	 0.691146	 1.40413	 3.26148	  0.5	-0.0127477	-0.700234	0.471
175	1	155.420		0.10	1	 1.38749	 0.650366	 1.45233	 3.25849	  0.6	-0.0324169	-0.769543	0.474
176	1	156.420		0.11	1	 1.39507	 0.612005	 1.49657	 3.25514	  0.7	-0.0507531	-0.833815	0.478
177	1	157.420		0.13	1	 1.40120	 0.576534	 1.53636	 3.25149	  0.8	-0.0675794	-0.892248	0.483
178	1	158.420		0.15	1	 1.40578	 0.544361	 1.57129	 3.24760	  0.9	-0.0827554	-0.944169	0.489
179	1	159.420		0.17	1	 1.40870	 0.515824	 1.60106	 3.24354	  1.1	-0.0961820	-0.989054	0.497
180	1	160.420		0.19	1	 1.40992	 0.491173	 1.62552	 3.23938	  1.2	-0.107804	-1.02655	0.505
181	1	161.420		0.21	1	 1.40943	 0.470566	 1.64464	 3.23519	  1.3	-0.117610	-1.05647	0.515
182	1	162.420		0.23	1	 1.40725	 0.454068	 1.65851	 3.23102	  1.5	-0.125630	-1.07881	0.526
183	1	163.420		0.25	1	 1.40346	 0.441652	 1.66732	 3.22695	  1.6	-0.131932	-1.09374	0.538
184	1	164.420		0.27	1	 1.39815	 0.433207	 1.67138	 3.22301	  1.7	-0.136615	-1.10155	0.551
185	1	165.420		0.29	1	 1.39143	 0.428549	 1.67104	 3.21926	  1.8	-0.139804	-1.10269	0.566
186	1	166.420		0.31	1	 1.38346	 0.427432	 1.66674	 3.21573	  1.9	-0.141640	-1.09767	0.581
187	1	167.420		0.32	1	 1.37438	 0.429566	 1.65893	 3.21246	  2.0	-0.142277	-1.08709	0.598
188	1	168.420		0.34	1	 1.36436	 0.434628	 1.64810	 3.20945	  2.1	-0.141872	-1.07160	0.617
189	1	169.420		0.35	1	 1.35355	 0.442278	 1.63471	 3.20672	  2.2	-0.140581	-1.05186	0.636
190	1	170.420		0.36	1	 1.34213	 0.452171	 1.61923	 3.20427	  2.3	-0.138552	-1.02851	0.657
191	1	171.420		0.37	1	 1.33023	 0.463966	 1.60209	 3.20210	  2.3	-0.135927	-1.00219	0.679
192	1	172.420		0.38	1	 1.31801	 0.477337	 1.58368	 3.20021	  2.4	-0.132833	-0.973506	0.703
193	1	173.420		0.39	1	 1.30559	 0.491978	 1.56436	 3.19858	  2.4	-0.129385	-0.942997	0.728
194	1	174.420		0.40	1	 1.29309	 0.507606	 1.54446	 3.19719	  2.5	-0.125685	-0.911166	0.755
195	1	175.420		0.40	1	 1.28060	 0.523965	 1.52424	 3.19603	  2.5	-0.121818	-0.878456	0.783
196	1	176.420		0.41	1	 1.26823	 0.540827	 1.50395	 3.19509	  2.5	-0.117859	-0.845259	0.813
197	1	177.420		0.41	1	 1.25603	 0.557993	 1.48377	 3.19434	  2.6	-0.113869	-0.811909	0.844
198	1	178.420		0.42	1	 1.24408	 0.575291	 1.46388	 3.19377	  2.6	-0.109897	-0.778690	0.877
199	1	179.420		0.42	1	 1.23243	 0.592573	 1.44440	 3.19335	  2.6	-0.105982	-0.745840	0.912
200	1	180.247	i48509Gh	0.42	1	 1.22304	 0.606765	 1.42867	 3.19312	  2.6	-0.102811	-0.719091	0.942
201	1	181.247		0.40	1	 1.23128	 0.603674	 1.43863	 3.19621	  2.5	-0.103675	-0.731283	0.906
202	1	182.247		0.39	1	 1.23898	 0.601396	 1.44850	 3.19926	  2.4	-0.104762	-0.742347	0.873
203	1	183.247		0.37	1	 1.24601	 0.600049	 1.45826	 3.20224	  2.3	-0.106127	-0.752087	0.842
204	1	184.247		0.36	1	 1.25222	 0.599760	 1.46788	 3.20513	  2.2	-0.107831	-0.760292	0.812
205	1	185.247		0.35	1	 1.25745	 0.600663	 1.47734	 3.20792	  2.2	-0.109944	-0.766731	0.785
206	1	186.247		0.33	1	 1.26152	 0.602899	 1.48660	 3.21060	  2.1	-0.112540	-0.771162	0.760
207	1	187.247		0.32	1	 1.26425	 0.606610	 1.49564	 3.21313	  2.0	-0.115699	-0.773335	0.736
208	1	188.247		0.31	1	 1.26543	 0.611931	 1.50444	 3.21549	  1.9	-0.119507	-0.773002	0.715
209	1	189.247		0.30	1	 1.26487	 0.618984	 1.51296	 3.21766	  1.9	-0.124047	-0.769934	0.695
210	1	190.247		0.29	1	 1.26239	 0.627859	 1.52120	 3.21962	  1.8	-0.129401	-0.763937	0.677
211	1	191.247		0.28	1	 1.25784	 0.638604	 1.52912	 3.22133	  1.7	-0.135642	-0.754877	0.661
212	1	192.247		0.27	1	 1.25109	 0.651206	 1.53674	 3.22277	  1.7	-0.142826	-0.742712	0.646
213	1	193.247		0.27	1	 1.24210	 0.665566	 1.54407	 3.22390	  1.7	-0.150984	-0.727520	0.634
214	1	194.247		0.26	1	 1.23090	 0.681493	 1.55114	 3.22471	  1.6	-0.160116	-0.709527	0.623
215	1	195.247		0.26	1	 1.21763	 0.698685	 1.55799	 3.22517	  1.6	-0.170179	-0.689128	0.613
216	1	196.247		0.26	1	 1.20254	 0.716737	 1.56471	 3.22526	  1.6	-0.181087	-0.666887	0.606
217	1	197.247		0.26	1	 1.18597	 0.735153	 1.57138	 3.22496	  1.6	-0.192708	-0.643522	0.600
218	1	198.247		0.27	1	 1.16837	 0.753378	 1.57811	 3.22426	  1.7	-0.204868	-0.619862	0.595
219	1	199.247		0.27	1	 1.15026	 0.770842	 1.58499	 3.22317	  1.7	-0.217366	-0.596781	0.593
220	1	200.247		0.28	1	 1.13214	 0.787013	 1.59212	 3.22169	  1.7	-0.229986	-0.575117	0.591
221	1	201.247		0.29	1	 1.11453	 0.801441	 1.59956	 3.21984	  1.8	-0.242516	-0.555602	0.592
222	1	202.247		0.30	1	 1.09782	 0.813802	 1.60736	 3.21762	  1.9	-0.254767	-0.538789	0.594
223	1	203.247		0.31	1	 1.08236	 0.823912	 1.61552	 3.21506	  1.9	-0.266580	-0.525023	0.598
224	1	204.247		0.32	1	 1.06832	 0.831736	 1.62400	 3.21217	  2.0	-0.277840	-0.514425	0.604
225	1	205.247		0.34	1	 1.05581	 0.837364	 1.63275	 3.20898	  2.1	-0.288472	-0.506915	0.611
226	1	206.247		0.36	1	 1.04480	 0.840989	 1.64167	 3.20550	  2.2	-0.298439	-0.502247	0.620
227	1	207.247		0.38	1	 1.03520	 0.842873	 1.65066	 3.20175	  2.3	-0.307731	-0.500058	0.630
228	1	208.247		0.40	1	 1.02687	 0.843313	 1.65959	 3.19773	  2.5	-0.316362	-0.499918	0.642
229	1	209.247		0.42	1	 1.01963	 0.842619	 1.66835	 3.19347	  2.6	-0.324359	-0.501368	0.656
230	1	210.247		0.44	1	 1.01329	 0.841089	 1.67680	 3.18896	  2.7	-0.331753	-0.503958	0.672
